ID,AREA,DATA,VTD,COUNTY,STATE,MCD,NAME,POP2000,POPULATION,HISPANIC_O,NH_WHT,NH_DOJ_BLK,NH_DOJ_IND,NH_DOJ_ASN,NH_DOJ_HWN,NH_DOJ_OTH,NH_DOJ_OT1,F18_POP_20,F18_POP,H18_POP,NH18_WHT,NH18_DOJ_B,NH18_DOJ_I,NH18_DOJ_A,NH18_DOJ_H,NH18_DOJ_O,NH18_DOJ_1,USSENGP02,USSENIP02,USSENR02,WELLSTONE,USSENDFL02,USSENCP02,USSENWI02,CONGGP02,CONGIP02,CONGR02,CONGDFL02,CONGNNT02,CONGWI02,MNSENGP02,MNSENIP02,MNSENR02,MNSENDFL02,MNSENCP02,MNSENICP02,MNSENWI02,MNLEGGP02,MNLEGIP02,MNLEGR02,MNLEGDFL02,MNLEGCP02,MNLEGGI02,MNLEGWI02,GOVGP02,GOVIP02,GOVR02,GOVDFL02,GOVCP02,GOVI02,GOVSW02,GOVWI02,SOSGP02,SOSIP02,SOSR02,SOSDFL02,SOSWI02,AGIP02,AGR02,AGDFL02,AGWI02,AUDGP02,AUDIP02,AUDR02,AUDDFL02,AUDWI02,USPRESGP04,USPRESR04,USPRESDFL0,USPRESSE04,USPRESSW04,USPRESCF04,USPRESBL04,USPRESC04,USPRESL04,USPRESWI04,USCONGI04,USCONGR04,USCONGDFL0,USCONGWI04,MNLEGI04,MNLEGR04,MNLEGDFL04,MNLEGWI04,USSENR06,USSENDFL06,USSENIP06,USSENWI06,GOVR06,GOVDFL06,GOVIP06,GOVWI06,AGR06,AGDFL06,AGIP06,AGWI06,SOSR06,SOSDFL06,SOSIP06,SOSWI06,AUDR06,AUDDFL06,AUDWI06,CONGR06,CONGDFL06,CONGIP06,CONGWI06,MNSENR06,MNSENDFL06,MNSENIP06,MNSENWI06,MNLEGR06,MNLEGDFL06,MNLEGIP06,MNLEGWI06,USPRESR08,USPRESDFL1,USPRESGP08,USPRESSWP0,USPRESIND0,USPRESLIB0,USPRESCP08,USPRESWI08,USSENIP08,USSENR08,USSENDFL08,USSENLIB08,USSENCP08,USSENWI08,CONGIP08,CONGR08,CONGDFL08,CONGWI08,MNLEGIP08,MNLEGR08,MNLEGDFL08,MNLEGWI08,CONGIP10,CONGR10,CONGDFL10,CONGWI10,MNSENIP10,MNSENR10,MNSENDFL10,MNSENWI10,MNLEGIP10,MNLEGR10,MNLEGDFL10,MNLEGWI10,GOVIP10,GOVR10,GOVDFL10,GOVGP10,GOVTRP10,GOVGR10,GOVEDP10,GOVWI10,SOSIP10,SOSR10,SOSDFL10,SOSWI10,AUDR10,AUDDFL10,AUDGP10,AUDGR10,AUDWI10,AGIP10,AGR10,AGDFL10,AGTRP10,AGWI10,DEM_INDEX,REP_INDEX,THIRD_INDE,INDEX_VOTE
1881738,1.41,1221,270530225,27053,27,2705307948,Brooklyn Center P-6,3133,3255,308,1614,798,27,464,5,18,21,2438,2416,178,1375,533,21,288,3,8,10,4,18,488,4,686,3,0,0,0,625,548,0,2,0,0,498,670,0,0,0,0,91,442,624,0,0,0,35,161,478,509,1,12,1,0,33,59,482,595,0,59,420,691,0,32,88,430,596,0,4,573,936,0,0,3,6,3,3,0,0,673,775,2,0,497,921,4,300,666,30,0,356,574,62,0,315,592,36,1,322,587,27,1,303,580,0,470,514,0,1,310,643,0,3,331,623,0,3,486,975,4,0,17,3,3,0,168,459,821,4,11,0,163,449,792,0,0,428,850,2,51,399,475,1,0,361,550,5,0,385,527,2,81,339,509,1,2,7,3,1,60,326,526,0,323,532,30,19,0,50,303,559,3,0,,,,
1881813,1.16,1261,270530585,27053,27,2705314158,Crystal W-4 P-1,3218,2959,202,2080,395,36,210,6,3,27,2441,2339,112,1774,248,29,155,2,1,18,6,34,629,6,727,2,0,60,0,489,801,0,1,0,0,488,842,0,0,3,0,0,514,811,0,0,2,39,211,568,546,2,6,6,1,34,61,571,682,0,57,504,785,1,45,97,503,667,2,3,721,992,0,0,1,16,1,5,3,0,584,1012,140,0,567,956,1,405,775,52,0,491,643,93,2,436,682,56,1,459,651,51,1,407,685,1,391,530,277,2,423,786,0,1,415,791,0,3,707,921,1,1,26,6,4,0,301,601,735,12,5,0,199,519,835,3,0,577,979,4,50,414,540,1,0,453,631,2,0,464,617,2,88,443,569,4,2,6,4,2,66,429,552,1,440,575,29,22,1,60,380,625,8,1,,,,
1881851,0.54,1222,270530230,27053,27,2705307948,Brooklyn Center P-7,2622,2731,208,1277,709,19,486,3,2,27,2033,2034,119,1122,444,16,312,3,1,17,6,14,501,7,581,0,0,0,0,629,442,0,0,0,0,446,618,0,0,1,0,82,412,565,0,0,1,23,159,466,441,0,8,1,1,23,45,491,515,0,56,402,613,0,24,85,412,519,0,2,511,775,1,0,1,5,1,3,4,0,615,612,0,0,464,747,1,271,614,22,1,325,522,54,0,280,557,32,0,309,527,24,0,282,532,0,423,475,0,0,282,603,0,1,281,608,0,1,393,885,3,1,16,5,1,0,175,372,735,12,3,0,146,381,729,0,0,341,813,3,44,313,416,0,0,266,504,3,0,287,483,0,55,270,456,2,1,2,1,1,37,260,466,1,272,467,12,12,0,27,236,495,1,0,,,,
1881914,1.21,1220,270530220,27053,27,2705307948,Brooklyn Center P-5,5606,5599,564,2431,1242,54,1243,1,23,41,4035,4005,334,2110,747,36,734,1,18,25,5,30,895,12,1132,4,0,0,0,1170,848,0,3,0,0,737,1272,0,0,3,0,126,770,1123,0,0,1,32,277,833,908,2,12,2,0,37,84,884,1021,0,83,665,1283,1,48,146,750,1032,2,5,938,1642,0,0,1,9,5,0,5,0,1214,1264,1,0,859,1605,1,514,1119,43,0,678,899,100,0,566,968,76,1,614,934,41,1,554,965,1,887,779,0,2,537,1099,0,1,563,1067,0,3,778,1558,5,0,20,7,9,0,338,747,1262,13,18,0,298,758,1240,0,0,649,1529,3,73,720,694,3,0,589,877,2,0,603,870,2,125,544,827,4,1,3,4,2,59,561,842,6,554,840,34,26,2,58,476,918,14,2,,,,
1881981,1.07,1219,270530215,27053,27,2705307948,Brooklyn Center P-4,4887,5033,363,2394,1543,39,629,5,13,47,3696,3678,233,2120,896,28,370,3,7,21,3,34,842,11,940,1,1,0,0,1034,730,0,3,0,0,711,1042,0,0,2,0,136,705,917,0,0,3,30,236,785,763,2,5,1,2,43,64,797,872,1,81,636,1060,0,44,113,713,853,1,4,927,1419,1,0,3,9,4,2,5,0,1089,1168,3,0,792,1440,1,479,1078,41,0,595,895,92,3,509,969,60,1,560,901,50,2,494,928,3,774,807,0,4,472,1089,0,2,518,1037,0,1,790,1480,5,1,28,9,7,0,323,729,1220,12,13,0,284,716,1225,0,0,622,1423,4,95,620,751,2,0,526,926,2,0,578,873,1,138,486,860,5,2,7,4,1,79,513,851,0,511,876,35,23,0,67,434,935,10,0,,,,
1858038,1.42,1558,270532495,27053,27,2705351730,Plymouth W-4 P-20,3013,2818,51,2485,79,9,177,3,2,12,2083,2118,28,1902,51,7,125,2,1,2,4,19,944,9,481,0,0,0,0,1088,321,0,3,0,123,851,389,0,0,0,0,0,892,475,0,0,0,17,231,809,389,0,1,2,1,31,63,870,426,0,58,769,572,0,24,101,831,400,0,4,980,729,0,1,1,3,0,0,1,0,1144,509,1,0,985,633,1,631,640,36,0,785,434,80,0,734,482,41,0,717,479,43,0,686,506,2,894,392,0,0,750,538,0,0,774,498,0,0,861,814,3,0,9,5,2,0,239,881,557,7,3,0,166,881,600,0,0,981,635,1,59,812,351,0,0,719,487,0,0,774,425,0,185,682,360,0,1,1,1,1,39,698,453,0,726,433,15,9,1,41,660,479,2,2,,,,
1858078,0.80,1561,270532510,27053,27,2705351730,Plymouth W-4 P-23,2837,2439,43,2232,61,3,87,1,4,8,1896,1853,28,1729,32,3,56,1,1,3,5,15,918,2,604,0,0,0,0,1144,356,0,0,0,164,768,497,0,0,2,0,0,829,617,0,0,1,24,212,802,485,2,4,2,1,41,61,806,561,1,47,704,729,1,35,96,758,534,0,2,931,831,0,0,0,4,0,5,1,0,1175,542,1,0,942,722,2,559,848,36,0,803,545,91,0,724,615,41,1,697,608,36,0,657,637,0,991,426,0,3,722,694,0,2,740,636,0,3,809,930,1,0,7,9,2,0,252,855,638,4,3,0,172,849,683,0,0,984,693,0,47,780,462,1,0,634,640,0,0,757,521,0,204,600,498,4,1,3,0,3,41,627,588,0,649,564,20,12,0,49,583,605,5,1,,,,
1858114,0.81,1345,270531265,27053,27,2705340166,Maple Grove P-16,2453,2301,78,1986,149,21,50,1,9,7,1870,1783,48,1611,66,16,32,1,5,4,7,26,668,3,435,1,0,0,0,782,316,0,2,0,0,648,425,0,0,0,0,0,839,0,0,0,25,20,195,587,328,1,2,1,0,19,53,602,423,0,54,501,534,1,28,92,521,420,2,3,726,636,0,0,1,5,0,4,1,0,832,465,99,0,649,496,0,407,522,36,0,540,372,56,1,452,421,42,0,484,404,25,1,428,417,2,633,332,0,1,519,422,0,1,453,409,66,1,684,696,0,0,7,12,7,0,261,646,476,7,3,0,150,650,543,0,0,651,617,4,49,606,293,0,0,695,0,24,0,552,382,2,104,522,322,2,3,3,1,0,45,515,368,0,508,372,21,18,0,41,467,399,12,0,,,,
1858176,0.92,1344,270531260,27053,27,2705340166,Maple Grove P-15,2420,2555,111,2107,221,13,94,5,2,2,1831,1986,74,1726,113,10,59,1,2,1,7,24,746,4,544,2,1,0,0,891,387,0,2,0,0,770,493,0,0,3,0,0,997,0,0,0,25,25,202,657,415,1,3,3,0,27,53,677,507,0,49,577,644,0,34,70,632,493,2,1,818,777,1,0,2,4,1,5,1,0,941,595,98,0,743,627,5,498,705,38,2,657,525,52,0,550,591,39,1,579,555,37,0,508,588,2,771,463,0,1,629,585,0,3,547,591,62,0,742,846,1,0,16,8,5,0,226,690,670,9,9,0,175,705,688,0,0,709,785,4,53,659,428,2,0,797,0,41,0,602,532,1,104,560,488,2,2,0,0,0,44,551,517,1,560,516,24,16,1,54,503,559,6,1,,,,
1858225,0.91,1343,270531255,27053,27,2705340166,Maple Grove P-14,2297,2069,45,1859,83,11,64,1,2,4,1646,1623,30,1492,41,9,47,1,0,3,3,16,740,4,527,0,1,0,0,915,338,0,0,0,0,757,475,0,0,0,0,0,997,0,0,0,19,17,189,655,418,0,3,0,0,31,61,685,460,1,59,573,617,1,28,99,619,463,1,2,788,713,0,0,1,6,0,0,3,0,927,532,77,0,731,612,1,444,684,34,0,598,504,63,0,506,558,37,0,537,529,24,1,473,567,1,691,457,0,2,548,580,0,0,481,602,41,1,684,756,0,1,8,4,0,0,214,666,560,4,2,0,105,667,646,0,0,676,687,0,43,622,417,0,0,762,0,24,0,573,497,1,147,492,442,3,3,2,3,1,48,508,494,1,510,509,14,11,0,43,464,538,3,0,,,,
1858275,0.77,1563,270532520,27053,27,2705351730,Plymouth W-4 P-25,3677,3500,323,2501,475,23,146,2,2,28,2834,2691,198,2033,306,17,119,1,1,16,8,20,834,4,625,2,2,0,0,1041,394,0,3,0,0,694,701,0,0,2,0,0,862,553,0,0,2,33,206,727,487,2,5,1,2,40,47,772,555,2,49,670,699,3,43,80,729,526,2,3,877,946,0,0,1,10,7,5,4,0,1104,680,65,0,890,833,2,547,724,48,1,683,542,93,1,616,592,46,0,622,588,43,1,604,581,0,877,435,0,2,577,713,0,2,643,643,0,3,769,1060,3,0,14,4,8,0,291,785,759,11,7,0,220,788,797,0,0,740,1017,1,49,716,448,1,0,626,580,2,0,625,568,2,177,573,478,2,1,0,1,2,40,595,538,1,609,544,14,11,1,42,548,587,4,1,,,,
1858312,0.79,1562,270532515,27053,27,2705351730,Plymouth W-4 P-24,2995,3259,79,2650,231,16,254,1,6,22,2333,2659,47,2246,146,10,193,1,4,12,5,17,827,4,728,1,1,0,0,1094,437,0,1,0,0,706,767,0,0,3,0,0,893,601,0,0,2,33,214,738,578,2,3,0,2,38,53,777,644,1,48,666,802,4,40,88,723,608,4,4,963,1076,0,0,0,9,0,2,1,0,1178,779,76,0,981,888,1,568,937,43,1,742,702,102,0,652,763,63,2,669,743,45,2,606,763,1,955,573,0,5,627,863,0,3,710,789,0,2,834,1223,2,0,11,9,2,0,305,876,864,9,1,0,211,887,898,0,0,800,1088,3,67,719,582,0,0,610,743,1,0,616,728,0,184,579,619,2,0,3,1,0,51,579,708,0,590,711,25,9,1,40,524,775,4,1,,,,
1858348,0.39,1526,270532305,27053,27,2705345628,New Hope P-3S,1780,1613,81,1375,97,4,45,2,2,7,1372,1271,40,1135,54,4,32,2,1,3,3,14,466,1,493,1,0,27,0,364,549,0,0,0,0,360,588,0,0,0,0,0,537,426,0,0,0,18,137,427,392,0,3,0,0,20,31,438,462,0,37,354,556,0,19,66,397,433,0,2,467,658,0,0,0,0,1,1,0,0,378,655,33,0,472,590,2,298,595,17,0,389,455,64,0,326,508,34,0,349,482,29,0,322,498,0,322,365,196,1,300,591,0,0,360,529,0,1,444,647,0,0,9,3,1,0,149,440,499,4,4,0,74,372,595,0,0,426,619,1,24,328,406,0,0,338,472,0,0,353,456,0,95,305,409,1,2,5,0,0,28,337,425,0,317,445,11,14,0,21,295,471,4,1,,,,
1858388,0.53,1525,270532300,27053,27,2705345628,New Hope P-3N,1596,1528,54,1238,131,8,91,0,0,6,1175,1176,36,998,73,5,64,0,0,0,2,7,438,2,380,0,1,16,0,349,438,0,2,0,0,367,439,0,0,2,0,0,475,340,0,0,0,9,105,404,307,0,0,0,2,16,22,412,357,2,18,344,446,3,21,52,379,332,6,0,495,497,0,0,1,2,0,1,0,0,416,499,36,0,504,427,2,333,460,20,0,401,366,48,0,370,392,20,0,384,385,17,0,353,408,0,346,290,156,2,349,457,0,0,369,435,0,2,466,506,1,0,7,4,0,0,129,455,388,3,0,0,50,410,465,1,0,464,474,4,17,357,298,0,0,360,345,1,0,384,323,0,88,335,286,1,1,1,3,0,21,353,320,1,353,316,17,6,1,24,323,342,5,1,,,,
1858426,0.36,1530,270532325,27053,27,2705345628,New Hope P-6E,1459,1558,308,861,339,11,25,1,3,10,1325,1243,170,846,187,8,22,1,3,6,5,5,237,3,255,0,3,26,0,186,278,0,1,0,0,193,299,0,0,3,0,0,247,239,0,0,2,13,62,217,210,1,4,0,1,17,20,210,242,1,20,184,287,1,21,37,194,228,2,1,231,316,0,0,0,3,0,2,0,0,157,302,12,0,217,246,2,138,252,12,0,162,227,14,0,142,220,11,0,138,222,12,0,140,224,0,133,216,37,1,127,259,0,0,149,235,0,1,210,356,2,0,2,1,1,0,69,210,274,3,3,0,48,170,286,2,0,180,310,1,21,121,202,0,0,136,231,1,0,147,218,0,37,121,230,1,1,1,1,0,14,127,217,0,135,204,16,4,0,18,110,231,7,0,,,,
1858457,1.78,1559,270532500,27053,27,2705351730,Plymouth W-4 P-21,1940,2498,53,2221,112,7,93,5,2,5,1527,2047,32,1851,75,6,75,3,2,3,1,20,784,15,511,0,0,0,0,994,303,0,0,0,0,677,578,0,0,0,0,0,811,457,0,0,0,13,206,685,412,0,2,0,0,17,51,771,440,0,30,637,624,0,13,75,687,473,1,0,893,793,0,0,1,9,1,2,0,0,1116,534,51,0,941,636,3,549,744,26,0,716,510,85,0,633,600,40,1,665,567,29,0,617,594,0,910,395,0,1,598,684,0,1,674,619,0,0,827,917,0,0,10,6,1,0,244,861,637,3,0,0,173,846,689,0,0,825,822,3,57,723,447,2,0,615,604,1,0,620,585,1,192,570,480,0,0,1,1,1,47,584,576,0,624,544,17,18,0,49,536,623,4,1,,,,
1858517,1.10,1342,270531250,27053,27,2705340166,Maple Grove P-13,2291,1914,43,1704,50,6,106,2,0,3,1669,1509,29,1364,29,6,76,2,0,3,5,24,644,3,349,0,0,0,0,741,253,0,1,0,0,650,323,0,0,0,0,0,789,0,0,0,10,17,142,572,282,2,3,0,0,24,65,565,331,0,41,495,444,0,19,95,518,322,0,2,708,497,1,1,1,8,0,3,0,0,821,349,80,0,629,414,3,424,446,38,0,540,302,59,0,455,355,54,1,471,336,42,1,427,356,1,617,274,0,0,527,346,0,0,452,361,52,1,679,558,1,0,7,5,4,0,188,655,403,0,3,0,129,646,442,0,0,675,496,4,44,630,269,0,0,712,0,24,0,568,362,2,120,539,293,0,1,2,1,0,33,541,341,0,535,336,17,17,0,39,503,371,4,0,,,,
1805267,1.35,1552,270532465,27053,27,2705351730,Plymouth W-2 P-14,2973,2670,80,2185,263,47,85,1,2,7,2387,2086,60,1675,244,39,58,1,2,7,5,21,692,15,523,0,1,0,0,963,273,0,0,0,110,664,418,0,0,1,0,0,739,450,0,0,2,25,210,639,374,0,3,1,0,25,70,676,446,1,41,575,590,1,28,94,614,434,1,2,749,643,0,1,2,15,0,1,1,0,978,409,0,0,780,563,1,498,612,29,1,645,444,60,0,565,485,43,0,563,486,32,0,505,509,1,815,331,0,0,607,532,0,0,612,493,0,0,696,680,1,0,11,4,0,0,219,681,480,9,2,0,149,706,516,0,0,705,628,1,51,666,373,1,0,601,481,2,0,614,465,0,126,555,415,2,2,2,0,0,49,554,453,0,569,470,17,9,0,40,527,491,4,0,,,,
1805313,0.83,1549,270532450,27053,27,2705351730,Plymouth W-2 P-11,3334,3262,75,2516,433,8,198,6,3,23,2595,2590,52,2182,200,6,138,2,1,9,3,18,913,2,684,0,2,0,0,1225,362,0,0,0,158,862,492,0,0,1,0,0,904,612,0,0,0,25,236,812,533,2,6,1,1,46,61,891,551,0,39,750,760,0,26,96,819,573,0,2,927,1053,1,0,0,9,0,10,2,0,1244,700,1,0,974,897,2,563,918,35,1,766,643,102,2,677,730,33,0,678,702,45,0,633,723,0,1005,502,0,1,714,784,0,0,695,771,0,0,803,1170,0,0,6,10,3,0,282,840,843,6,4,0,193,873,860,0,0,892,993,0,45,752,588,2,0,616,757,1,0,704,655,0,177,598,621,3,2,5,3,0,44,610,694,2,622,700,25,10,0,43,573,731,2,2,,,,
1805357,1.39,1546,270532435,27053,27,2705351730,Plymouth W-1 P-8,2612,2757,69,2341,91,15,234,0,3,4,1853,2169,49,1893,60,12,150,0,1,4,4,14,875,7,585,0,0,0,0,1137,326,0,0,0,165,828,421,0,0,1,0,0,871,548,0,0,0,21,197,784,473,0,3,1,0,30,44,876,485,1,47,716,669,1,30,95,783,488,1,1,902,812,0,0,0,7,0,2,1,0,1153,518,1,0,913,702,2,585,789,34,0,761,551,88,1,719,589,42,0,692,594,40,0,662,612,0,977,417,0,2,730,662,0,2,707,647,0,2,851,914,2,0,13,5,2,0,198,900,668,10,2,0,161,881,690,0,0,948,756,1,53,865,493,0,0,714,685,1,0,821,573,1,202,678,552,0,2,0,1,0,39,693,646,1,718,626,17,15,0,42,652,682,4,0,,,,
1805415,1.30,1543,270532420,27053,27,2705351730,Plymouth W-1 P-5,1023,1696,33,1456,38,12,150,0,2,5,740,1386,20,1230,21,6,105,0,1,3,2,11,589,1,372,1,0,0,0,741,206,0,0,0,0,596,317,0,0,1,0,0,532,369,0,0,0,11,128,526,299,0,1,0,0,13,23,598,288,1,23,482,435,0,15,55,523,317,0,2,610,492,0,0,1,2,2,0,0,0,749,329,0,0,621,403,0,402,486,12,2,531,340,32,0,463,392,11,0,476,362,14,0,451,382,0,638,256,0,1,500,340,22,0,638,0,0,19,600,524,1,0,5,5,0,0,123,616,388,5,0,0,112,603,395,0,0,598,432,2,37,543,268,0,0,527,311,0,0,494,334,0,95,443,316,1,1,0,1,0,25,451,355,0,454,366,9,7,0,17,412,397,3,0,,,,
1805464,2.99,1539,270532400,27053,27,2705351730,Plymouth W-1 P-1,633,1610,64,1085,104,7,341,0,2,7,445,1123,40,818,52,5,204,0,0,4,2,2,239,0,124,0,0,0,0,296,60,0,0,0,26,229,82,0,0,0,0,0,236,107,0,0,0,9,41,216,93,0,2,1,0,15,13,213,108,0,15,194,137,1,8,19,210,102,0,0,334,291,0,0,0,3,0,1,0,0,412,185,0,0,335,233,1,222,264,17,0,285,178,35,0,275,193,16,0,262,187,16,0,255,206,0,343,157,0,1,282,211,0,2,262,230,0,0,363,406,2,0,2,2,1,0,102,374,286,3,0,0,60,384,302,0,0,406,310,0,19,291,160,1,0,244,211,1,0,283,178,2,57,245,173,0,0,1,1,0,15,243,199,1,246,195,5,6,0,15,231,203,3,1,,,,
1805502,1.09,1541,270532410,27053,27,2705351730,Plymouth W-1 P-3,1196,2319,46,1900,32,4,323,6,8,0,680,1556,23,1297,20,3,207,3,3,0,2,5,576,0,170,0,0,0,0,662,96,0,0,0,43,553,138,0,0,1,0,0,566,167,0,0,1,4,113,510,141,0,0,0,0,9,22,531,184,1,15,485,251,1,8,33,532,161,1,0,707,401,0,1,0,4,0,2,0,0,854,242,0,0,724,329,1,516,506,22,1,713,288,44,0,634,344,21,0,626,344,15,0,577,377,0,809,225,0,0,672,356,0,1,636,364,0,1,755,612,0,0,2,4,0,0,168,807,391,1,1,0,82,800,463,0,0,872,464,0,21,725,275,1,0,605,406,0,0,684,324,0,153,599,277,0,2,0,0,1,28,586,386,1,623,356,7,4,1,26,568,398,2,0,,,,
1805543,2.72,1350,270531290,27053,27,2705340166,Maple Grove P-21,840,5692,112,4345,288,11,909,7,9,11,551,3640,55,2868,158,8,538,2,5,6,3,6,651,4,219,0,1,0,0,718,135,0,0,0,0,612,226,0,0,1,0,119,543,164,0,0,2,9,114,581,170,0,3,0,0,14,32,600,199,1,32,521,291,0,12,56,572,180,1,2,1290,809,0,0,0,12,1,1,1,0,1481,548,0,0,1146,583,1,1035,937,53,1,1388,550,91,1,1181,681,51,1,1194,677,42,0,1128,710,1,1525,490,0,3,1225,702,0,1,1297,662,0,0,1285,1198,1,0,7,10,1,0,318,1387,758,10,3,0,202,1374,818,0,0,1427,854,3,53,1359,499,1,0,1387,0,29,0,1307,564,1,264,1150,516,1,1,0,1,0,57,1153,649,1,1154,641,27,6,0,53,1091,698,2,0,,,,
1805596,0.43,1544,270532425,27053,27,2705351730,Plymouth W-1 P-6,1775,2301,100,1740,178,11,257,3,2,10,1460,1889,60,1532,105,7,174,2,2,7,1,15,588,5,438,1,0,0,0,707,296,0,0,0,79,549,333,0,0,0,0,0,574,389,0,0,0,12,155,505,347,1,0,2,0,27,37,541,398,0,34,481,478,0,17,79,514,365,0,1,646,678,0,0,1,4,0,3,0,0,782,487,1,0,646,582,2,371,546,29,0,473,411,62,1,432,441,29,1,438,442,20,1,399,458,1,578,357,0,1,460,476,0,2,436,479,0,2,571,725,3,0,12,7,3,0,191,575,546,4,3,0,158,564,548,0,0,600,648,2,45,514,347,0,0,445,448,1,0,465,433,1,100,423,394,1,0,2,4,0,34,431,434,0,435,425,19,11,0,44,396,451,1,1,,,,
1805642,1.38,1542,270532415,27053,27,2705351730,Plymouth W-1 P-4,4634,3891,95,3273,220,9,254,2,21,17,3062,2776,57,2411,125,5,160,2,6,10,3,22,1280,4,663,1,0,0,0,1567,377,0,1,0,149,1230,481,0,0,0,0,0,1308,565,0,0,2,20,274,1159,530,2,3,1,0,33,78,1225,572,0,60,1056,812,0,34,98,1133,588,0,3,1366,1049,0,0,1,11,1,3,2,0,1733,627,3,0,1455,842,5,884,993,39,0,1133,664,111,1,1085,705,60,0,1040,715,46,1,959,767,2,1390,505,0,4,1079,818,0,3,1065,786,0,1,1228,1212,2,0,7,4,8,0,337,1276,829,8,5,0,209,1298,888,0,0,1409,950,2,64,1172,639,0,0,1023,841,1,0,1171,683,0,247,994,643,0,0,3,2,1,53,1011,760,0,1055,750,22,5,0,56,939,825,6,1,,,,
1805687,2.28,1540,270532405,27053,27,2705351730,Plymouth W-1 P-2,1317,4677,119,3444,294,17,781,0,6,16,903,3368,76,2615,174,12,479,0,4,8,1,8,507,1,237,0,0,0,0,569,164,0,0,0,48,463,195,0,0,0,0,0,479,232,0,0,0,3,101,446,199,0,1,0,1,8,23,472,222,0,18,415,297,0,15,44,444,197,0,0,995,773,0,1,2,10,0,5,1,0,1158,566,0,0,963,679,1,602,684,37,0,775,452,90,0,705,520,36,2,685,522,39,2,650,543,2,881,424,0,2,723,589,0,0,684,585,0,1,1085,1162,1,0,12,9,5,0,293,1137,827,7,0,0,180,1153,878,0,0,1201,961,1,53,1028,522,0,0,895,690,0,0,968,599,2,216,863,532,1,0,1,2,1,46,862,646,0,886,629,26,7,1,51,810,688,2,0,,,,
